0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
195.0,3.0,1.75,1530.0,6125.0,1.0,0.0,0.0,3.0,7.0,1120.0,410.0,1958.0,0.0,98116.0,47.5687,-122.397,1360.0,6125.0
19.0,3.0,1.0,1450.0,4000.0,1.0,0.0,1.0,4.0,8.0,950.0,500.0,1948.0,0.0,98118.0,47.5554,-122.266,1880.0,4000.0
206.0,3.0,2.0,1670.0,8800.0,1.0,0.0,0.0,4.0,7.0,1150.0,520.0,1961.0,0.0,98008.0,47.6096,-122.132,2020.0,8250.0
236.0,4.0,1.0,1980.0,7015.0,1.0,0.0,0.0,3.0,7.0,1260.0,720.0,1973.0,0.0,98034.0,47.7204,-122.18,1570.0,7626.0
353.0,3.0,1.5,1270.0,1483.0,3.0,0.0,0.0,3.0,8.0,1270.0,0.0,2007.0,0.0,98115.0,47.6987,-122.317,1270.0,1413.0
105.0,4.0,2.5,2060.0,9719.0,1.0,0.0,0.0,4.0,8.0,1320.0,740.0,1960.0,0.0,98006.0,47.5549,-122.176,2050.0,9643.0
171.0,4.0,2.25,2170.0,7007.0,1.0,0.0,0.0,3.0,8.0,1540.0,630.0,1974.0,0.0,98033.0,47.672,-122.169,2040.0,7700.0
73.0,2.0,1.5,1310.0,1264.0,2.0,0.0,0.0,3.0,8.0,1120.0,190.0,2006.0,0.0,98106.0,47.5772,-122.409,1330.0,1265.0
45.0,3.0,1.0,1120.0,2300.0,1.0,0.0,0.0,4.0,7.0,820.0,300.0,1912.0,0.0,98117.0,47.6797,-122.384,1430.0,5100.0
118.0,3.0,1.75,1400.0,10018.0,1.0,0.0,0.0,4.0,7.0,1400.0,0.0,1962.0,0.0,98027.0,47.5327,-122.032,1350.0,9300.0
43.0,2.0,1.0,1980.0,5000.0,1.0,0.0,0.0,4.0,7.0,1090.0,890.0,1923.0,0.0,98144.0,47.586,-122.295,1720.0,5000.0
345.0,3.0,1.5,1300.0,3348.0,1.5,0.0,0.0,3.0,7.0,1300.0,0.0,1904.0,2014.0,98144.0,47.592,-122.307,1590.0,2577.0
112.0,3.0,2.25,2230.0,13100.0,1.0,0.0,0.0,4.0,8.0,1510.0,720.0,1974.0,0.0,98006.0,47.5413,-122.174,2010.0,10650.0
345.0,3.0,2.0,1330.0,6490.0,1.0,0.0,0.0,4.0,7.0,1330.0,0.0,1954.0,0.0,98125.0,47.7181,-122.308,1580.0,7202.0
17.0,2.0,1.0,770.0,4000.0,1.0,0.0,0.0,5.0,5.0,770.0,0.0,1924.0,0.0,98117.0,47.6959,-122.364,1420.0,5040.0
207.0,3.0,2.0,1910.0,11576.0,1.0,0.0,0.0,3.0,7.0,1410.0,500.0,1978.0,0.0,98011.0,47.7356,-122.198,2040.0,8750.0
165.0,3.0,2.0,1320.0,6500.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,1947.0,0.0,98125.0,47.7119,-122.319,1110.0,6592.0
332.0,3.0,1.5,2200.0,7620.0,1.0,0.0,0.0,4.0,7.0,1130.0,1070.0,1942.0,0.0,98177.0,47.7263,-122.363,2170.0,7672.0
6.0,3.0,2.5,1960.0,8000.0,1.0,0.0,0.0,4.0,7.0,1290.0,670.0,1977.0,0.0,98034.0,47.7249,-122.178,1960.0,8000.0
89.0,3.0,1.0,980.0,4800.0,1.5,0.0,0.0,3.0,7.0,980.0,0.0,1926.0,0.0,98118.0,47.5663,-122.274,2030.0,7200.0
126.0,4.0,1.75,1830.0,11090.0,1.0,0.0,0.0,3.0,7.0,1060.0,770.0,1962.0,0.0,98028.0,47.7333,-122.246,1990.0,10917.0
181.0,4.0,2.5,2590.0,9530.0,1.0,0.0,0.0,4.0,8.0,1640.0,950.0,1978.0,0.0,98155.0,47.7752,-122.285,2710.0,10970.0
88.0,3.0,1.0,1020.0,6903.0,1.0,0.0,0.0,3.0,7.0,1020.0,0.0,1951.0,0.0,98116.0,47.571,-122.392,1440.0,6678.0
54.0,2.0,1.0,900.0,2910.0,1.0,0.0,0.0,5.0,7.0,900.0,0.0,1924.0,0.0,98115.0,47.6859,-122.322,1320.0,2910.0
289.0,3.0,2.5,2260.0,74297.0,2.0,0.0,0.0,3.0,9.0,2260.0,0.0,1992.0,0.0,98022.0,47.2704,-122.013,3110.0,98000.0
53.0,3.0,1.75,2000.0,9900.0,1.0,0.0,2.0,4.0,8.0,1480.0,520.0,1957.0,0.0,98166.0,47.4436,-122.339,2310.0,10200.0
26.0,4.0,2.75,1680.0,9545.0,1.0,0.0,0.0,4.0,7.0,1080.0,600.0,1979.0,0.0,98028.0,47.739,-122.243,1890.0,9545.0
21.0,1.0,0.75,820.0,59677.0,1.0,0.0,0.0,3.0,5.0,820.0,0.0,1999.0,0.0,98065.0,47.5316,-121.764,1590.0,14163.0
45.0,3.0,1.5,1510.0,8000.0,1.0,0.0,0.0,4.0,7.0,1510.0,0.0,1956.0,0.0,98007.0,47.5865,-122.135,1430.0,8000.0
12.0,3.0,1.0,1290.0,5500.0,1.0,0.0,0.0,3.0,7.0,980.0,310.0,1951.0,0.0,98136.0,47.5266,-122.392,1680.0,5000.0
195.0,4.0,1.75,1450.0,3750.0,1.0,0.0,0.0,4.0,7.0,950.0,500.0,1925.0,0.0,98105.0,47.6706,-122.3,1850.0,4000.0
188.0,3.0,2.0,1410.0,10078.0,1.0,0.0,0.0,4.0,6.0,1410.0,0.0,1983.0,0.0,98072.0,47.7587,-122.144,2090.0,9202.0
130.0,5.0,2.0,2760.0,6420.0,1.0,0.0,0.0,5.0,7.0,1380.0,1380.0,1964.0,0.0,98118.0,47.5396,-122.276,1400.0,7112.0
214.0,4.0,2.5,2800.0,21370.0,2.0,0.0,0.0,3.0,8.0,2800.0,0.0,2003.0,0.0,98028.0,47.776,-122.246,1880.0,9336.0
110.0,3.0,1.0,1240.0,4800.0,1.0,0.0,0.0,3.0,7.0,800.0,440.0,1951.0,0.0,98103.0,47.6563,-122.353,1440.0,4800.0
